scenario,ssp585,ssp585,ssp585,ssp585,ssp585,ssp370,ssp370,ssp370,ssp370,ssp370,ssp245,ssp245,ssp245,ssp245,ssp126,ssp126,ssp126
ensMem,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r1i1p1f2,r3i1p1f2,r4i1p1f2
time,,,,,,,,,,,,,,,,,
1851-02-15 00:00:00,282.0189417971879,281.32374280885716,281.03010533230247,281.3421117575929,281.4674744021312,282.0189417971879,281.32374280885716,281.03010533230247,281.3421117575929,281.4674744021312,282.0189417971879,281.32374280885716,281.03010533230247,281.3421117575929,282.0189417971879,281.03010533230247,281.3421117575929
1851-03-16 12:00:00,282.22667264547044,282.21976097742527,281.37828321247184,281.71749158623027,281.98736063391254,282.22667264547044,282.21976097742527,281.37828321247184,281.71749158623027,281.98736063391254,282.22667264547044,282.21976097742527,281.37828321247184,281.71749158623027,282.22667264547044,281.37828321247184,281.71749158623027
1851-04-16 00:00:00,283.3267656359398,283.0304013378904,282.73659739909397,282.75385405698444,282.90444102368355,283.3267656359398,283.0304013378904,282.73659739909397,282.75385405698444,282.90444102368355,283.3267656359398,283.0304013378904,282.73659739909397,282.75385405698444,283.3267656359398,282.73659739909397,282.75385405698444
1851-05-16 12:00:00,284.6200941203674,284.3352366567868,283.92952423844895,283.9637029330962,284.1270762349704,284.6200941203674,284.3352366567868,283.92952423844895,283.9637029330962,284.1270762349704,284.6200941203674,284.3352366567868,283.92952423844895,283.9637029330962,284.6200941203674,283.92952423844895,283.9637029330962
1851-06-16 00:00:00,285.5473646647702,285.67548203769337,285.1800865844781,285.2143153852983,285.2199287974855,285.5473646647702,285.67548203769337,285.1800865844781,285.2143153852983,285.2199287974855,285.5473646647702,285.67548203769337,285.1800865844781,285.2143153852983,285.5473646647702,285.1800865844781,285.2143153852983
1851-07-16 12:00:00,286.08563629356,286.1920410234751,285.5644760887343,285.7774939221995,285.6890376192999,286.08563629356,286.1920410234751,285.5644760887343,285.7774939221995,285.6890376192999,286.08563629356,286.1920410234751,285.5644760887343,285.7774939221995,286.08563629356,285.5644760887343,285.7774939221995
1851-08-16 12:00:00,285.6868913177817,285.88306501011346,285.55081341914655,285.3204259892011,285.4412491960803,285.6868913177817,285.88306501011346,285.55081341914655,285.3204259892011,285.4412491960803,285.6868913177817,285.88306501011346,285.55081341914655,285.3204259892011,285.6868913177817,285.55081341914655,285.3204259892011
1851-09-16 00:00:00,284.9636008746476,284.9249383129343,284.53729348239165,284.3948561286904,284.698380840348,284.9636008746476,284.9249383129343,284.53729348239165,284.3948561286904,284.698380840348,284.9636008746476,284.9249383129343,284.53729348239165,284.3948561286904,284.9636008746476,284.53729348239165,284.3948561286904
1851-10-16 12:00:00,283.7616160092839,283.5951354138542,283.14096416085044,283.16544129982003,283.5265564309358,283.7616160092839,283.5951354138542,283.14096416085044,283.16544129982003,283.5265564309358,283.7616160092839,283.5951354138542,283.14096416085044,283.16544129982003,283.7616160092839,283.14096416085044,283.16544129982003
1851-11-16 00:00:00,282.7376944355936,282.1560745156749,282.0972663621365,281.83419525706705,282.18991103740905,282.7376944355936,282.1560745156749,282.0972663621365,281.83419525706705,282.18991103740905,282.7376944355936,282.1560745156749,282.0972663621365,281.83419525706705,282.7376944355936,282.0972663621365,281.83419525706705
1851-12-16 12:00:00,281.7700126613722,281.71154593058736,281.3549328446104,281.181535926549,281.2829947148939,281.7700126613722,281.71154593058736,281.3549328446104,281.181535926549,281.2829947148939,281.7700126613722,281.71154593058736,281.3549328446104,281.181535926549,281.7700126613722,281.3549328446104,281.181535926549
1852-01-16 12:00:00,281.77769891146687,281.61810437759806,280.95507006906496,281.2323170023418,281.5287949630971,281.77769891146687,281.61810437759806,280.95507006906496,281.2323170023418,281.5287949630971,281.77769891146687,281.61810437759806,280.95507006906496,281.2323170023418,281.77769891146687,280.95507006906496,281.2323170023418
1852-02-15 12:00:00,281.7788724433354,281.90296182779355,281.4665450659305,281.13825221241405,281.8789613091764,281.7788724433354,281.90296182779355,281.4665450659305,281.13825221241405,281.8789613091764,281.7788724433354,281.90296182779355,281.4665450659305,281.13825221241405,281.7788724433354,281.4665450659305,281.13825221241405
1852-03-16 12:00:00,282.43135883706043,282.548043960119,281.95380583677587,281.62586866706073,282.34712139900046,282.43135883706043,282.548043960119,281.95380583677587,281.62586866706073,282.34712139900046,282.43135883706043,282.548043960119,281.95380583677587,281.62586866706073,282.43135883706043,281.95380583677587,281.62586866706073
1852-04-16 00:00:00,283.47871712913263,283.18415935829404,282.7405667633401,282.824953122803,283.2814533301705,283.47871712913263,283.18415935829404,282.7405667633401,282.824953122803,283.2814533301705,283.47871712913263,283.18415935829404,282.7405667633401,282.824953122803,283.47871712913263,282.7405667633401,282.824953122803
1852-05-16 12:00:00,284.5484568441292,284.4321425211069,284.0143158955446,283.9714934255492,284.3286468943555,284.5484568441292,284.4321425211069,284.0143158955446,283.9714934255492,284.3286468943555,284.5484568441292,284.4321425211069,284.0143158955446,283.9714934255492,284.5484568441292,284.0143158955446,283.9714934255492
1852-06-16 00:00:00,285.5613917609512,285.62511140298864,285.197544556428,285.1162196678538,285.41223605069223,285.5613917609512,285.62511140298864,285.197544556428,285.1162196678538,285.41223605069223,285.5613917609512,285.62511140298864,285.197544556428,285.1162196678538,285.5613917609512,285.197544556428,285.1162196678538
1852-07-16 12:00:00,285.8880162312103,286.09565766029743,285.78099331601845,285.4609922763195,285.96561338093613,285.8880162312103,286.09565766029743,285.78099331601845,285.4609922763195,285.96561338093613,285.8880162312103,286.09565766029743,285.78099331601845,285.4609922763195,285.8880162312103,285.78099331601845,285.4609922763195
1852-08-16 12:00:00,285.63752663780826,285.828272051904,285.3724317003115,285.3126865024707,285.73363164067314,285.63752663780826,285.828272051904,285.3724317003115,285.3126865024707,285.73363164067314,285.63752663780826,285.828272051904,285.3724317003115,285.3126865024707,285.63752663780826,285.3724317003115,285.3126865024707
1852-09-16 00:00:00,284.6808370153757,284.9532853349163,284.48501008409005,284.4287145531215,284.5049265291158,284.6808370153757,284.9532853349163,284.48501008409005,284.4287145531215,284.5049265291158,284.6808370153757,284.9532853349163,284.48501008409005,284.4287145531215,284.6808370153757,284.48501008409005,284.4287145531215
1852-10-16 12:00:00,283.49511548633996,283.6184427338451,283.3038204225171,283.0582335966789,283.3990725354149,283.49511548633996,283.6184427338451,283.3038204225171,283.0582335966789,283.3990725354149,283.49511548633996,283.6184427338451,283.3038204225171,283.0582335966789,283.49511548633996,283.3038204225171,283.0582335966789
1852-11-16 00:00:00,282.42522637868,282.3238599792784,282.0259343399904,281.69470615367266,282.4017652460427,282.42522637868,282.3238599792784,282.0259343399904,281.69470615367266,282.4017652460427,282.42522637868,282.3238599792784,282.0259343399904,281.69470615367266,282.42522637868,282.0259343399904,281.69470615367266
1852-12-16 12:00:00,281.7615203467801,281.63580196335846,281.20736263226934,281.2194901148342,281.55986295839585,281.7615203467801,281.63580196335846,281.20736263226934,281.2194901148342,281.55986295839585,281.7615203467801,281.63580196335846,281.20736263226934,281.2194901148342,281.7615203467801,281.20736263226934,281.2194901148342
1853-01-16 12:00:00,281.2827921286485,281.3077755354092,281.1311150951193,281.2256363599868,281.3300244034725,281.2827921286485,281.3077755354092,281.1311150951193,281.2256363599868,281.3300244034725,281.2827921286485,281.3077755354092,281.1311150951193,281.2256363599868,281.2827921286485,281.1311150951193,281.2256363599868
1853-02-15 00:00:00,281.70324976038455,281.58106010884,281.2420934211395,281.29180149678496,281.6742174966135,281.70324976038455,281.58106010884,281.2420934211395,281.29180149678496,281.6742174966135,281.70324976038455,281.58106010884,281.2420934211395,281.29180149678496,281.70324976038455,281.2420934211395,281.29180149678496
1853-03-16 12:00:00,281.89399083620543,281.8824056595123,281.9699602684434,281.74729274123285,281.64413878304487,281.89399083620543,281.8824056595123,281.9699602684434,281.74729274123285,281.64413878304487,281.89399083620543,281.8824056595123,281.9699602684434,281.74729274123285,281.89399083620543,281.9699602684434,281.74729274123285
1853-04-16 00:00:00,283.0185165763773,282.95380494393805,282.86381498235,282.6196136515511,282.81024484083434,283.0185165763773,282.95380494393805,282.86381498235,282.6196136515511,282.81024484083434,283.0185165763773,282.95380494393805,282.86381498235,282.6196136515511,283.0185165763773,282.86381498235,282.6196136515511
1853-05-16 12:00:00,284.32665638830287,284.23382508512236,284.15369795955144,283.8504826976181,284.18838569375487,284.32665638830287,284.23382508512236,284.15369795955144,283.8504826976181,284.18838569375487,284.32665638830287,284.23382508512236,284.15369795955144,283.8504826976181,284.32665638830287,284.15369795955144,283.8504826976181
1853-06-16 00:00:00,285.3672272789263,285.37900975472377,285.298892198488,285.19334696544126,285.27690931313276,285.3672272789263,285.37900975472377,285.298892198488,285.19334696544126,285.27690931313276,285.3672272789263,285.37900975472377,285.298892198488,285.19334696544126,285.3672272789263,285.298892198488,285.19334696544126
1853-07-16 12:00:00,285.80343878077537,285.8826057720657,285.6317304107831,285.63997843753236,285.786689792175,285.80343878077537,285.8826057720657,285.6317304107831,285.63997843753236,285.786689792175,285.80343878077537,285.8826057720657,285.6317304107831,285.63997843753236,285.80343878077537,285.6317304107831,285.63997843753236
1853-08-16 12:00:00,285.7792349872705,285.54398406027224,285.494666555252,285.35091886818475,285.5327719191733,285.7792349872705,285.54398406027224,285.494666555252,285.35091886818475,285.5327719191733,285.7792349872705,285.54398406027224,285.494666555252,285.35091886818475,285.7792349872705,285.494666555252,285.35091886818475
1853-09-16 00:00:00,284.78420646692433,284.7062594880256,284.500574362527,284.3128043789122,284.528706019483,284.78420646692433,284.7062594880256,284.500574362527,284.3128043789122,284.528706019483,284.78420646692433,284.7062594880256,284.500574362527,284.3128043789122,284.78420646692433,284.500574362527,284.3128043789122
1853-10-16 12:00:00,283.6429555076924,283.48909773480585,283.27813584408784,283.1118602476492,283.23171258604486,283.6429555076924,283.48909773480585,283.27813584408784,283.1118602476492,283.23171258604486,283.6429555076924,283.48909773480585,283.27813584408784,283.1118602476492,283.6429555076924,283.27813584408784,283.1118602476492
1853-11-16 00:00:00,282.3438571290451,282.3597857024846,281.8238897310655,281.9451677852867,282.11347948530334,282.3438571290451,282.3597857024846,281.8238897310655,281.9451677852867,282.11347948530334,282.3438571290451,282.3597857024846,281.8238897310655,281.9451677852867,282.3438571290451,281.8238897310655,281.9451677852867
1853-12-16 12:00:00,281.73854931679256,281.8461739129018,280.9304553941133,281.1364733864265,281.48192436286513,281.73854931679256,281.8461739129018,280.9304553941133,281.1364733864265,281.48192436286513,281.73854931679256,281.8461739129018,280.9304553941133,281.1364733864265,281.73854931679256,280.9304553941133,281.1364733864265
1854-01-16 12:00:00,281.500530793988,281.4955180679347,280.8687880443755,281.02097070820395,281.51917573170607,281.500530793988,281.4955180679347,280.8687880443755,281.02097070820395,281.51917573170607,281.500530793988,281.4955180679347,280.8687880443755,281.02097070820395,281.500530793988,280.8687880443755,281.02097070820395
1854-02-15 00:00:00,281.4193392516392,281.5528396609828,281.13624774349626,281.23077288641815,281.54865364160867,281.4193392516392,281.5528396609828,281.13624774349626,281.23077288641815,281.54865364160867,281.4193392516392,281.5528396609828,281.13624774349626,281.23077288641815,281.4193392516392,281.13624774349626,281.23077288641815
1854-03-16 12:00:00,282.0568678230329,281.97583916707504,281.496654410461,282.1416557835727,281.68820740319785,282.0568678230329,281.97583916707504,281.496654410461,282.1416557835727,281.68820740319785,282.0568678230329,281.97583916707504,281.496654410461,282.1416557835727,282.0568678230329,281.496654410461,282.1416557835727
1854-04-16 00:00:00,283.1889884413251,283.07072180851475,282.67226185085855,282.92300947738846,283.0381613463868,283.1889884413251,283.07072180851475,282.67226185085855,282.92300947738846,283.0381613463868,283.1889884413251,283.07072180851475,282.67226185085855,282.92300947738846,283.1889884413251,282.67226185085855,282.92300947738846
1854-05-16 12:00:00,284.2547998782236,284.39957564900794,283.93641042763187,284.1379859905172,284.2199491889471,284.2547998782236,284.39957564900794,283.93641042763187,284.1379859905172,284.2199491889471,284.2547998782236,284.39957564900794,283.93641042763187,284.1379859905172,284.2547998782236,283.93641042763187,284.1379859905172
